CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,CentroComercial,TipoCentroComercial,NumLocal,State
19039722511000571000000000U0,2974438,HONG FAT,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,101,Nuevo León
19039722511006181000000000U2,8969970,QUESERIA OZULUAMA,QUESERIA OZULUAMA ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,INTERPLAZA SHOPPING TOWN,CENTRO Y PLAZA COMERCIAL,101,Nuevo León
19039722212010581000000000U2,2917527,TORTON,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,247,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183424244,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,247,Nuevo León
19039722511008011000000000S9,7988576,RESTAURANTE JINRAME,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,JHNX_83@HOTMAIL.COM,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,339,Nuevo León
19039722514004941000000000U5,2917535,TORTA SNACK,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,231,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,231,Nuevo León
19039722212017653000000000U2,2917509,SUPER SALADS,SS ESTE SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,,Nuevo León
19039722212004591000000000U9,6444717,SPYC,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",83407375,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,,Nuevo León
19039722517007482000000000U0,8410859,KFC PIZZA HUT,AC POLLO DEL CENTRO SA DE CV,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,DJASSO@SAACONSULTORES.COM,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,101,Nuevo León
19039722212011421010000000U0,2917534,SUSHI TOWN,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8188503380,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,101,Nuevo León
19039722514009541000000000U8,6214821,TACOS MAX,TACOS MAX ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,352,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,352,Nuevo León
19039722511006121000000000U8,8969756,RESTAURANTE REGIOS GRILL,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,242,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,242,Nuevo León
19039722516003583000000000U1,8410860,KFC,AC POLLO DEL CENTRO SA DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,DJASSO@SAACONSULTORES.COM,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,101,Nuevo León
19039722212017352001000000U1,2917531,TACOS ZULEMA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,101,Nuevo León
19039722516002051000000000U0,8969755,A PAPON,,Restaurantes de autoservicio,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,101,Nuevo León
19039722516000571000000000U9,2917530,CHIKEN KING,,Restaurantes de autoservicio,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,250,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183544044,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,250,Nuevo León
19039722219004991000048081M6,2917532,EL CARBONERO,JH FRANQUICIAS SA DE CV,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183407404,JI@ELCARBONERO.COM.MX,WWW.ELCARBONERO.COM,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,245,Nuevo León
19039722212015221000000000U0,2917536,TAQUERIA JIMENEZ,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,226,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8111239930,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,226,Nuevo León
19039722517001381000000000U0,2974411,LA NONNA PIZZA,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,346,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8125238127,CLAUDIA.ALEJANDRA.PIZZA@GMAIL.COM,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,346,Nuevo León
19039722511002151000000000U9,2974425,CHINA KING,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,101,351,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31508961,25.66852024,SHOPTOWN INTER PLAZA,EDIFICIO COMERCIAL Y DE SERVICIOS,351,Nuevo León
19039722219011801001000000U8,2915978,RESTAURANTE GARIBALDI,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,JOSE GARIBALDI,814,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183441022,,,Fijo,-100.31739374,25.66841540,,,,Nuevo León
19039722110000601000000000U6,2920363,TACOS Y GORDITAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,COLEGIO CIVIL,202,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8112669098,,,Fijo,-100.31551324,25.67515760,,,,Nuevo León
19039722514013761000000000U6,8288225,PUESTO DE TACOS,PUESTO DE TACOS ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JUAN IGNACIO RAMON,0,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Semifijo,-100.32021589,25.67137647,,,,Nuevo León
19039722516003771000000000U2,9192571,ANTOGERIA FOOD TO GO,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,AVENIDA,JOSE MARIA PINO SUAREZ,431,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31943132,25.67395641,,,,Nuevo León
19039722518003261000000000U0,8297324,FIT STATION,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,JOSE GARIBALDI,,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31739848,25.66833416,,,,Nuevo León
19039722513005041000000000U5,8498529,TACOS Y GORDITAS,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,COLEGIO CIVIL,202,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31549958,25.67526761,,,,Nuevo León
19039722514012871000000000U4,8969564,TORTAS ROMA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,COLEGIO CIVIL,201,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31549589,25.67529736,,,,Nuevo León
19039722516004021000000000U1,9290210,JOSEPHINOS,EXPRESS COMIDAS RAPIDAS ,Restaurantes de autoservicio,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,276,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,JOSEPHINOS.CONTRALORIA@HOTMAIL.COM,WWW.JOSEPHINOSPIZZA.COM.MX,Fijo,-100.31879241,25.66883687,,,,Nuevo León
19039722511002421000000000U6,2920845,COMIDAS DONA MELA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,251,29,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183400013,,,Fijo,-100.31911751,25.66906817,MERCADO COLON,MERCADO PUBLICO,29,Nuevo León
19039722511006681000000000U1,8342119,LA COMIDA CORRIDA,LA COMIDA CORRIDA ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,251,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31911751,25.66906817,MERCADO COLON,MERCADO PUBLICO,8,Nuevo León
19039722511006662000000000U1,8342117,VENTA DE COMIDAS SIN NOMBRE,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,FRAY SERVANDO TERESA DE MIER,251,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31911751,25.66906817,MERCADO COLON,MERCADO PUBLICO,9,Nuevo León
19039722511001791000000000U3,2920836,COMIDAS CASERAS,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,251,30,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31911751,25.66906817,MERCADO COLON,MERCADO PUBLICO,30,Nuevo León
19039722219005991000000000U5,2920834,COCTELERIA CHAPALA,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,251,32,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31911751,25.66906817,MERCADO COLON,MERCADO PUBLICO,32,Nuevo León
19039722511006671000000000U2,8342118,TAQUERIA HIDALGO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,251,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31911751,25.66906817,MERCADO COLON,MERCADO PUBLICO,7,Nuevo León
19039722212002301000000000U5,2920835,COMIDAS PATY,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRAY SERVANDO TERESA DE MIER,251,31,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183407714,,,Fijo,-100.31911751,25.66906817,MERCADO COLON,MERCADO PUBLICO,31,Nuevo León
19039722518001041000000000U0,2970134,ROSTICERIA,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,15 DE MAYO,481,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8126645985,,,Fijo,-100.32036071,25.67241615,,,,Nuevo León
19039722110002023000000000U1,2915995,RESTAURANTE JOSEPHINOS,RESTAURANTE PADRE MIER SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,FRAY SERVANDO TERESA DE MIER,276,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8114274000,,,Fijo,-100.31884739,25.66884870,,,,Nuevo León
19039722511001681001000000U6,2973892,LA COCINA DE ALYLU,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,6 a 10 personas,CALLE,IGNACIO ALLENDE,362,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183404126,,,Fijo,-100.31276905,25.67006553,,,,Nuevo León
19039722513004351000000000U9,6721740,LA TOSTADA,INOVACION ALIMENTICIA DE MEXICO SA DE CV,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,JUAN IGNACIO RAMON,401,,CIUDAD GUADALUPE CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",,AGAYTAN@TAQUERIALATOSTADA.COM,,Fijo,-100.31236641,25.67111209,,,,Nuevo León
19039722516000952000000000U1,6735454,SUBWAY,ALIMENTOS ALENGE SA DE CV,Restaurantes de autoservicio,6 a 10 personas,AVENIDA,JOSE MARIA PINO SUAREZ,400,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31961870,25.67408457,,,,Nuevo León
19039722219020122000000000U8,2918643,COCINA REGIA,,Restaurantes que preparan otro tipo de alimentos para llevar,0 a 5 personas,CALLE,JUAN IGNACIO RAMON,403,,CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",8180407877,,,Fijo,-100.31231361,25.67110938,,,,Nuevo León
19039722219014811000000000U4,2915880,RESTAURANTE LOZANO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,15 DE MAYO,473,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183422324,,,Fijo,-100.32045339,25.67242082,,,,Nuevo León
19039722514009661000000000U4,2969366,COMIDAS EMANUEL TACOS Y GORDITAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MODESTO ARREOLA,114,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31528141,25.67538860,,,,Nuevo León
19039722219013291001000000U0,2917505,TAQUERIA HIDALGO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,LEONA VICARIO,,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183444419,,,Fijo,-100.31467904,25.66831281,,,,Nuevo León
19039722517005302000000000U2,8778524,GUO GUO PIZZA EXPRESS,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",6 a 10 personas,CALLE,JOSE GARIBALDI,830,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31741304,25.66808472,,,,Nuevo León
19039722514010161000000000U2,2920343,TACOS MARY,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MODESTO ARREOLA,289,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8119254117,,,Fijo,-100.31630820,25.67557163,,,,Nuevo León
19039722514020191000000000S7,8969808,TACOS MAÑANEROS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,LEONA VICARIO,,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31469137,25.66825059,,,,Nuevo León
19039722212017052000000000U7,2915998,GUO GUOS PIZZA,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",11 a 30 personas,CALLE,JOSE GARIBALDI,828,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183430203,,,Fijo,-100.31741706,25.66801587,,,,Nuevo León
19039722514006391000000000U1,2916685,TAQUERIA CIBER TORTAS,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GEORGE WASHINGTON,513,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183400113,,,Fijo,-100.31877215,25.67498932,,,,Nuevo León
19039722513005131000000000U4,8778676,QUESADILLAS MEXICO,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,JOSE GARIBALDI,854,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31741970,25.66797062,GARIBALDI,EDIFICIO COMERCIAL Y DE SERVICIOS,854,Nuevo León
19039722516002562000000000M6,8734901,SUB WAY,GRUPO ALSUVE SA DE CV,Restaurantes de autoservicio,6 a 10 personas,PEATONAL,JOSE MARIA MORELOS Y PAVON,177,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31697123,25.66787682,,,,Nuevo León
19039722219012361000000000U2,2919528,TACOS ORIGINALES PANCHITO,TACOS ORIGINALES PANCHITO SA,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GEORGE WASHINGTON,205,,CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31312378,25.67437619,,,,Nuevo León
19039722212017823000000000S1,2916000,JOKER TORTAS Y BURGERS,,Restaurantes con servicio de preparación de tacos y tortas,11 a 30 personas,PEATONAL,JOSE MARIA MORELOS Y PAVON,125,0,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31602489,25.66780046,,,,Nuevo León
19039722330000261000000000U3,8961250,ABANERO CENTRO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,EMILIO CARRANZA,430,209,CIUDAD GUADALUPE CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31218858,25.67297394,,,,Nuevo León
19039722212004911000000000U9,6214779,CHAPLIN,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,GEORGE WASHINGTON,207,,CIUDAD GUADALUPE CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31299111,25.67436459,,,,Nuevo León
19039722219017942000000000U4,2915908,LA SIBERIA NUMERO 2,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,MARIANO MATAMOROS,359,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183432397,,,Fijo,-100.32068500,25.67074909,,,,Nuevo León
19039722518001601010000000U9,2918734,RESTAURANTE COMIDAS LA HACIENDA,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,MARIANO MATAMOROS,319,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8119282553,,,Fijo,-100.31278540,25.66929119,,,,Nuevo León
19039722211002893000008309S3,6370428,CARLS JR,JUNIOR FOODS SA DE CV,Restaurantes de autoservicio,11 a 30 personas,VIADUCTO,CALLE MORELOS OTE.,101,,COLONIA CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31542928,25.66774789,,,,Nuevo León
19039722512001411000000000M6,8969990,EL SIRENO PANZON,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,AVENIDA,JOSE MARIA PINO SUAREZ,320,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31953281,25.67473371,,,,Nuevo León
19039722517000091000000000U6,2973746,I LIKE PIZZA,,"Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar",0 a 5 personas,CALLE,GEORGE WASHINGTON,217,,CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183432088,,,Fijo,-100.31281670,25.67434937,,,,Nuevo León
19039722514005601001000000U4,3003434,TACOS MON,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,220,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31766445,25.66776648,,,,Nuevo León
19039722219004111000000000U1,2919510,LONCHERIA,LONCHERÍA TOMMY ,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,JUAN IGNACIO RAMON,410,,CIUDAD GUADALUPE CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31181269,25.67123006,,,,Nuevo León
19039722511007361000000000S9,8734850,LA TOSTADA,LA TOSTADA ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,214,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31784712,25.66779743,,,,Nuevo León
19039722511005731000000000M5,8778675,EL SAZON HUASTECO,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,214,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31784712,25.66779743,,,,Nuevo León
19039722212017462012003286S8,6234952,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,51 a 100 personas,PRIVADA,MORELOS,101,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,WWW.DOMINOS.COM.MX,Fijo,-100.31519863,25.66771655,,,,Nuevo León
19039722511010274000040242S9,9328879,SUPER SALADS,SS ESTE SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,AVENIDA,MORELOS,101,347,CENTRO,,"MONTERREY, Monterrey, NUEVO LEÓN   ",,sandra.barboza@alimentarium.com,WWW.SUPERSALADS.COM.MX,Fijo,-100.31519863,25.66771655,,,,Nuevo León
19039722219022775001000000U1,6269254,MARISCOS EL TIMÓN,GRUPO NORTEÑO DE ALIMENTOS SA DE CV,Restaurantes con servicio de preparación de pescados y mariscos,31 a 50 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,182,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31706273,25.66762042,,,,Nuevo León
19039722219012341001000000U4,2915836,MARISCOS MAR YTIERRA,,Restaurantes con servicio de preparación de pescados y mariscos,6 a 10 personas,CALLE,JOSE GARIBALDI,202,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183401395,,,Fijo,-100.31729608,25.66765000,,,,Nuevo León
19039722514009501000000000U2,2915852,TAQUERIA MI FONDITA,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,158,,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31700991,25.66759832,,,,Nuevo León
19039722513005361000000000U7,8969879,QUESADILLAS ESTILO MEXICO EL BUEN SAZON,,Restaurantes con servicio de preparación de antojitos,0 a 5 personas,CALLE,IGNACIO LOPEZ RAYON,471,,MONTERREY CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8181112035,,,Semifijo,-100.32076640,25.67314398,,,,Nuevo León
19039722513007322000000000U7,8411529,TAQUERIA HIDALGO,,Restaurantes con servicio de preparación de tacos y tortas,6 a 10 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,247,,CENTRO,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31844992,25.66799662,,,,Nuevo León
19039722517001511010000000U2,2969296,EL JAHUEY,,Restaurantes con servicio de preparación de pescados y mariscos,0 a 5 personas,CALLE,JOSE MARIANO JIMENEZ,150,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",8126811064,,,Fijo,-100.31735047,25.67588056,,,,Nuevo León
19039722412004172000000000U4,2919567,CERVECERIA EL GOLPE,RESTAURANTE BARES UNIDOS SA DE CV,"Bares, cantinas y similares",0 a 5 personas,CALLE,MODESTO ARREOLA,116,,CENTRO,64720,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183441766,,,Fijo,-100.31363568,25.67519151,,,,Nuevo León
19039722511006601000000000U9,8288228,EL BOTANON DE RAYON EL BOTANON DE RAYON,EL BOTANON DE RAYON ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,IGNACIO LOPEZ RAYON,644,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.32103159,25.67111436,,,,Nuevo León
19039722514002241000000000U2,2970603,ANTOJITOS HIDALGO,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,245,0,CENTRO DE MONTERREY,64000,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.31884094,25.66807242,,,,Nuevo León
